0.0 0.49911111096651206 1.4432899320127035e-15 0.9973359329809867 0.9955538865214714 0.4743745677541391 0.9973422315149204 1.0044659696865477 0 -0.0001 0.0 0.3162277683729184 0.0 0.0 0.0 0.3162277683729184
0.025 0.49911088988969543 6.43660022725534e-6 0.9985601330728883 0.9969297079502334 -0.6377077031696321 0.9985663264536908 1.0030753555140806 0 -0.0001 0.0 0.3162277683729184 0.0 0.0 0.0 0.3162277683729184
0.05 0.4991120463010023 2.9386373181061742e-5 1.00223520090482 1.0010552850291976 4.274052360514787 1.0022410809602815 0.998928198557043 0 -0.00038395069483444983 -0.07999999999999918 -0.9066666666666663 0.0 0.0 0.0 0.3162277683729184
0.075 0.49911785262998265 7.539616172280716e-5 1.0083685306915924 1.007924950159274 2.5707801408260016 1.0083738965830515 0.9920974786228002 0 -0.0009406649603200508 -0.07999999999999918 -0.8533333333333326 0.0 0.0 0.0 0.3162277683729184
0.1 0.4991316333553684 0.00015111795506506098 1.0169724179772768 1.0175292375944738 2.2919968454382293 1.016977084194645 0.9827013258869953 0 -0.0017992141573366072 -0.07999999999999918 -0.7999999999999998 0.0 0.0 0.0 0.3162277683729184
0.125 0.49915601563141565 0.000261809732899132 1.0280640175255933 1.0298548544403947 2.1919552310671278 1.0280678265461567 0.970898059149727 1 -0.0029740467686628245 -0.07999999999999918 -0.7466666666666661 0.0 0.0 0.0 0.3162277683729184
0.15 0.49919528637213273 0.0004160490683566831 1.0416652845869105 1.0448846412997392 2.1473984187286175 1.0416681260728238 0.9568797865409256 0 -0.004591263119061464 -0.07999999999999918 -0.7199999999999998 0.0 0.0 0.0 0.3162277683729184
0.175 0.4992508405292019 0.0006166289676696746 1.0578028997583717 1.0625975238233583 2.1269289350294818 1.0578047381745934 0.9408650344491837 0 -0.00658556628548209 -0.05333333333333279 -0.6666666666666661 0.0 0.0 0.0 0.3162277683729184
0.2 0.4993273959699773 0.0008729867675077996 1.0765081777097456 1.0829684567853857 2.1192050297248572 1.076509090251249 0.923090903540296 1 -0.009035080713135963 -0.05333333333333279 -0.6399999999999997 0.0 0.0 0.0 0.3162277683729184
0.22500001 0.49942585363713415 0.0011869234628374414 1.0978169601006398 1.1059683626404415 2.119242130995289 1.0978171868223872 0.9038052330618017 1 -0.012034253179551915 -0.07999999999999918 -0.6133333333333333 0.0 0.0 0.0 0.3162277683729184
